Q86IC9 	 PGEN_.00g000010
Q9VLQ1 	 PGEN_.00g100860
Q6Y5D8 	 PGEN_.00g100890
P27473 	 PGEN_.00g100940
Q869W9 	 PGEN_.00g100970
P40872 	 PGEN_.00g101000
Q58D31 	 PGEN_.00g101140
P0DMQ6 	 PGEN_.00g101150
Q8WZ64 	 PGEN_.00g101170
Q93075 	 PGEN_.00g101190
C9JQI7 	 PGEN_.00g101210
B4F7A1 	 PGEN_.00g101220
P14099 	 PGEN_.00g101290
Q01062 	 PGEN_.00g101300
Q4KLG9 	 PGEN_.00g101320
Q8R3S6 	 PGEN_.00g101340
Q9C0D6 	 PGEN_.00g101360
Q3UHC2 	 PGEN_.00g101380
Q99684 	 PGEN_.00g101440
Q8AVI9 	 PGEN_.00g101480
Q8BTV1 	 PGEN_.00g101490
Q8SQ72 	 PGEN_.00g101500
Q9DB72 	 PGEN_.00g101510
O73747 	 PGEN_.00g101540
Q96MB7 	 PGEN_.00g101560
Q5SZK8 	 PGEN_.00g101610
Q8CHS8 	 PGEN_.00g101620
Q3ZC01 	 PGEN_.00g101630
O95271 	 PGEN_.00g101650
Q86XE3 	 PGEN_.00g101710
Q9P6I3 	 PGEN_.00g101760
P53370 	 PGEN_.00g101800
P53370 	 PGEN_.00g101830
Q8R197 	 PGEN_.00g101840
Q9WTS8 	 PGEN_.00g101850
P20678 	 PGEN_.00g101870
Q7Z449 	 PGEN_.00g101880
P35822 	 PGEN_.00g101900
Q9H251 	 PGEN_.00g101940
Q2KI24 	 PGEN_.00g101960
Q5BLF0 	 PGEN_.00g101970
Q99M80 	 PGEN_.00g101980
Q99M80 	 PGEN_.00g102000
O75179 	 PGEN_.00g102020
O43301 	 PGEN_.00g102030
Q8C1A9 	 PGEN_.00g102040
Q4V7A8 	 PGEN_.00g102050
O54865 	 PGEN_.00g102060
P19686 	 PGEN_.00g102080
P0C6X4 	 PGEN_.00g102100
Q9BVK2 	 PGEN_.00g102140
Q8IIG1 	 PGEN_.00g102150
Q8BX17 	 PGEN_.00g102190
Q32LE3 	 PGEN_.00g102230
O75503 	 PGEN_.00g102240
Q9BZA8 	 PGEN_.00g102260
A7Y2W8 	 PGEN_.00g102310
A7Y2W8 	 PGEN_.00g102320
Q5R9Q3 	 PGEN_.00g102350
Q6ZSS7 	 PGEN_.00g102360
P19540 	 PGEN_.00g102370
Q6GR66 	 PGEN_.00g102400
Q3ZCL5 	 PGEN_.00g102410
Q6DMN8 	 PGEN_.00g102480
Q8WV92 	 PGEN_.00g102490
Q90744 	 PGEN_.00g102510
Q90744 	 PGEN_.00g102520
P11833 	 PGEN_.00g102540
Q9EQC0 	 PGEN_.00g102560
Q8NFZ3 	 PGEN_.00g102590
Q9HC56 	 PGEN_.00g102600
Q8HXX6 	 PGEN_.00g102630
P17900 	 PGEN_.00g102640
Q8HXX6 	 PGEN_.00g102660
O60041 	 PGEN_.00g102670
O15182 	 PGEN_.00g102680
Q55E58 	 PGEN_.00g102700
Q7ZV34 	 PGEN_.00g102740
Q6NTV6 	 PGEN_.00g102770
P04323 	 PGEN_.00g102810
P10394 	 PGEN_.00g102820
Q9JI60 	 PGEN_.00g102840
Q5R1M5 	 PGEN_.00g102910
Q16832 	 PGEN_.00g102930
Q5M9N0 	 PGEN_.00g102940
Q68DU8 	 PGEN_.00g103150
P02671 	 PGEN_.00g103220
Q96RW7 	 PGEN_.00g103230
Q8R0Z6 	 PGEN_.00g103270
P12804 	 PGEN_.00g103280
Q95NN1 	 PGEN_.00g103340
Q7XBS0 	 PGEN_.00g103350
Q6IMN6 	 PGEN_.00g103370
Q05DH4 	 PGEN_.00g103380
Q969H0 	 PGEN_.00g103410
Q8WWI1 	 PGEN_.00g103430
Q3KQW7 	 PGEN_.00g103460
Q9VU41 	 PGEN_.00g103490
Q00194 	 PGEN_.00g103500
P43234 	 PGEN_.00g103520
Q3T169 	 PGEN_.00g103530
Q96PE2 	 PGEN_.00g103540
Q96PE2 	 PGEN_.00g103570
Q3MHV6 	 PGEN_.00g103600
G5E8K5 	 PGEN_.00g103610
Q2M3M2 	 PGEN_.00g103630
Q7T3S3 	 PGEN_.00g103660
Q503Q1 	 PGEN_.00g103680
Q5ZMD4 	 PGEN_.00g103700
P21369 	 PGEN_.00g103710
P11536 	 PGEN_.00g103730
Q9JLC8 	 PGEN_.00g103780
V5NAL9 	 PGEN_.00g103800
P34416 	 PGEN_.00g103810
Q96BD6 	 PGEN_.00g103820
Q96BD6 	 PGEN_.00g103830
P34416 	 PGEN_.00g103840
Q9Z2F6 	 PGEN_.00g103860
Q9XWZ2 	 PGEN_.00g103870
Q8IW92 	 PGEN_.00g103880
O70212 	 PGEN_.00g103890
P09479 	 PGEN_.00g103900
Q95327 	 PGEN_.00g103920
A0A1D5PUP4 	 PGEN_.00g103950
Q95327 	 PGEN_.00g103970
Q07001 	 PGEN_.00g103990
P02709 	 PGEN_.00g104000
Q8IW92 	 PGEN_.00g104010
Q9XWZ2 	 PGEN_.00g104020
P20749 	 PGEN_.00g104030
P16951 	 PGEN_.00g104060
Q9UIF8 	 PGEN_.00g104080
P18910 	 PGEN_.00g104100
P55202 	 PGEN_.00g104150
Q9UIF8 	 PGEN_.00g104170
Q00969 	 PGEN_.00g104190
Q96MB7 	 PGEN_.00g104220
A2AVA0 	 PGEN_.00g104250
Q8I335 	 PGEN_.00g104270
Q8BSM7 	 PGEN_.00g104290
Q68CR1 	 PGEN_.00g104300
Q68CR1 	 PGEN_.00g104310
P47989 	 PGEN_.00g104320
P61315 	 PGEN_.00g104330
Q504Y2 	 PGEN_.00g104360
Q96RW7 	 PGEN_.00g104370
P16157 	 PGEN_.00g104410
Q8WTP8 	 PGEN_.00g104450
Q9UJS0 	 PGEN_.00g104460
Q15262 	 PGEN_.00g104470
Q504Y2 	 PGEN_.00g104480
Q9R044 	 PGEN_.00g104490
Q9QZS7 	 PGEN_.00g104500
Q01484 	 PGEN_.00g104520
Q8WY41 	 PGEN_.00g104530
Q8TBZ5 	 PGEN_.00g104540
Q7ZXX1 	 PGEN_.00g104660
P42232 	 PGEN_.00g104790
Q9TUZ1 	 PGEN_.00g104810
Q8MQJ9 	 PGEN_.00g104840
Q5RA77 	 PGEN_.00g104860
Q26474 	 PGEN_.00g104870
Q24372 	 PGEN_.00g104880
Q33E94 	 PGEN_.00g104900
P41955 	 PGEN_.00g104910
Q9Y7Y3 	 PGEN_.00g104920
P06731 	 PGEN_.00g104960
P17871 	 PGEN_.00g105000
P13688 	 PGEN_.00g105020
P06731 	 PGEN_.00g105040
Q96RW7 	 PGEN_.00g105100
P14730 	 PGEN_.00g105110
P06731 	 PGEN_.00g105120
Q96RW7 	 PGEN_.00g105160
Q8NDA2 	 PGEN_.00g105170
A4IGL7 	 PGEN_.00g105280
Q8NDA2 	 PGEN_.00g105300
P14730 	 PGEN_.00g105310
D3YXG0 	 PGEN_.00g105330
P06731 	 PGEN_.00g105400
P20273 	 PGEN_.00g105420
Q8NDA2 	 PGEN_.00g105430
P06731 	 PGEN_.00g105480
P18433 	 PGEN_.00g105490
P06731 	 PGEN_.00g105500
P28828 	 PGEN_.00g105550
Q96RW7 	 PGEN_.00g105570
Q8NDA2 	 PGEN_.00g105630
O54904 	 PGEN_.00g105650
O08836 	 PGEN_.00g105660
Q8MNU8 	 PGEN_.00g105670
P08793 	 PGEN_.00g105680
Q80X72 	 PGEN_.00g105690
Q9UHI7 	 PGEN_.00g105730
Q7X279 	 PGEN_.00g105740
Q9EPR4 	 PGEN_.00g105770
P28828 	 PGEN_.00g105890
O14522 	 PGEN_.00g106000
P18052 	 PGEN_.00g106010
Q05695 	 PGEN_.00g106100
P18433 	 PGEN_.00g106120
Q8CDF7 	 PGEN_.00g106630
P46023 	 PGEN_.00g106650
Q86VB7 	 PGEN_.00g106670
Q80TG1 	 PGEN_.00g106760
Q9DBB9 	 PGEN_.00g106790
Q9R1I1 	 PGEN_.00g106820
Q13308 	 PGEN_.00g106850
P06731 	 PGEN_.00g106860
E9PZ19 	 PGEN_.00g106890
Q03348 	 PGEN_.00g107210
P18433 	 PGEN_.00g107230
Q5BLK4 	 PGEN_.00g107330
P18433 	 PGEN_.00g107470
O14522 	 PGEN_.00g107540
B0BN95 	 PGEN_.00g107550
P28828 	 PGEN_.00g107650
E9PZ19 	 PGEN_.00g107670
P18052 	 PGEN_.00g107890
Q03348 	 PGEN_.00g107910
P18052 	 PGEN_.00g108040
P18433 	 PGEN_.00g108130
P32361 	 PGEN_.00g108160
Q4LDE5 	 PGEN_.00g108220
P28828 	 PGEN_.00g108240
P18052 	 PGEN_.00g108420
O88623 	 PGEN_.00g108450
B0KTX4 	 PGEN_.00g108510
Q66KU2 	 PGEN_.00g108520
G5EBQ8 	 PGEN_.00g108560
Q9I8C7 	 PGEN_.00g108580
Q7KRY7 	 PGEN_.00g108590
A2TF48 	 PGEN_.00g108610
Q5NUA6 	 PGEN_.00g108630
Q63699 	 PGEN_.00g108640
Q9QXL7 	 PGEN_.00g108660
Q9P959 	 PGEN_.00g108770
Q8C761 	 PGEN_.00g108780
Q3TZZ7 	 PGEN_.00g108790
Q10751 	 PGEN_.00g108800
P12822 	 PGEN_.00g108810
P02460 	 PGEN_.00g108830
Q28D99 	 PGEN_.00g108840
P12107 	 PGEN_.00g108860
Q54I71 	 PGEN_.00g108890
Q923P0 	 PGEN_.00g108910
Q9CZJ2 	 PGEN_.00g108920
Q6RWA9 	 PGEN_.00g108980
Q7TQ95 	 PGEN_.00g108990
Q4HVS2 	 PGEN_.00g109020
Q4HVS2 	 PGEN_.00g109040
Q7Z407 	 PGEN_.00g109060
A2AVA0 	 PGEN_.00g109070
Q7Z407 	 PGEN_.00g109080
P18142 	 PGEN_.00g109090
D3YXG0 	 PGEN_.00g109100
P36633 	 PGEN_.00g109110
P36633 	 PGEN_.00g109120
P48159 	 PGEN_.00g109130
P42338 	 PGEN_.00g109150
Q9VBW3 	 PGEN_.00g109160
Q7T070 	 PGEN_.00g109220
Q95JD3 	 PGEN_.00g109230
O54750 	 PGEN_.00g109250
P06731 	 PGEN_.00g109260
Q0IIV2 	 PGEN_.00g109300
Q20681 	 PGEN_.00g109320
Q58DG6 	 PGEN_.00g109330
Q9Y575 	 PGEN_.00g109340
Q7Z449 	 PGEN_.00g109380
Q5SVZ6 	 PGEN_.00g109450
P06731 	 PGEN_.00g109540
P13596 	 PGEN_.00g109550
P06731 	 PGEN_.00g109650
D3YXG0 	 PGEN_.00g109680
P06731 	 PGEN_.00g109690
Q96RW7 	 PGEN_.00g109760
Q96RW7 	 PGEN_.00g109800
Q96RW7 	 PGEN_.00g109820
A2AJ76 	 PGEN_.00g109850
Q96RW7 	 PGEN_.00g109860
Q96RW7 	 PGEN_.00g109910
Q96RW7 	 PGEN_.00g109920
P28828 	 PGEN_.00g110010
Q60528 	 PGEN_.00g110050
A7RWD2 	 PGEN_.00g110060
Q5E9C0 	 PGEN_.00g110070
Q8N9F8 	 PGEN_.00g110130
P51523 	 PGEN_.00g110140
O43822 	 PGEN_.00g110210
Q9JIT1 	 PGEN_.00g110220
P79769 	 PGEN_.00g110230
A8MXY4 	 PGEN_.00g110240
Q6DGL7 	 PGEN_.00g110250
P23098 	 PGEN_.00g110260
Q9EQC0 	 PGEN_.00g110270
Q6DBY2 	 PGEN_.00g110280
Q32MD9 	 PGEN_.00g110330
P60330 	 PGEN_.00g110360
A1L209 	 PGEN_.00g110370
Q16534 	 PGEN_.00g110380
A4GFB7 	 PGEN_.00g110430
P34897 	 PGEN_.00g110440
Q8BGD4 	 PGEN_.00g110470
Q6P2X9 	 PGEN_.00g110490
Q7RTY1 	 PGEN_.00g110500
Q5ZI69 	 PGEN_.00g110510
Q7Z6M4 	 PGEN_.00g110520
Q8NHV1 	 PGEN_.00g110530
Q967D7 	 PGEN_.00g110550
Q967D7 	 PGEN_.00g110560
P18101 	 PGEN_.00g110580
Q8N8K9 	 PGEN_.00g110590
Q5ZLT7 	 PGEN_.00g110610
D3YXG0 	 PGEN_.00g110640
Q14995 	 PGEN_.00g110690
G5EFF5 	 PGEN_.00g110700
Q4LDE5 	 PGEN_.00g110740
Q923L3 	 PGEN_.00g110760
Q9BVL4 	 PGEN_.00g110770
Q1LVN8 	 PGEN_.00g110790
Q9IA18 	 PGEN_.00g110800
P53621 	 PGEN_.00g110820
P22897 	 PGEN_.00g110840
P23253 	 PGEN_.00g110850
Q90385 	 PGEN_.00g110870
Q8K4S3 	 PGEN_.00g110880
Q58D55 	 PGEN_.00g110890
Q9NZN5 	 PGEN_.00g110900
Q9NZN5 	 PGEN_.00g110930
Q06546 	 PGEN_.00g110940
Q02575 	 PGEN_.00g110960
O88967 	 PGEN_.00g110970
P61222 	 PGEN_.00g111010
Q9UJT9 	 PGEN_.00g111150
O61577 	 PGEN_.00g111200
Q9D0D3 	 PGEN_.00g111220
O43422 	 PGEN_.00g111240
Q4UMH6 	 PGEN_.00g111250
Q5R4G2 	 PGEN_.00g111270
Q8N6F8 	 PGEN_.00g111280
Q15032 	 PGEN_.00g111310
Q07981 	 PGEN_.00g111330
Q9BRI3 	 PGEN_.00g111390
Q8SWR3 	 PGEN_.00g111420
P10547 	 PGEN_.00g111460
O14929 	 PGEN_.00g111480
Q6DFF7 	 PGEN_.00g111520
Q6GPD0 	 PGEN_.00g111540
Q90Z05 	 PGEN_.00g111560
Q5ZIJ0 	 PGEN_.00g111580
Q9BXJ3 	 PGEN_.00g111590
Q86Z23 	 PGEN_.00g111600
Q91WR3 	 PGEN_.00g111610
Q4VBD9 	 PGEN_.00g111640
Q9H892 	 PGEN_.00g111670
Q28HX4 	 PGEN_.00g111680
Q9VUJ0 	 PGEN_.00g111690
Q9JKF7 	 PGEN_.00g111710
Q9UL16 	 PGEN_.00g111720
P31404 	 PGEN_.00g111730
P24389 	 PGEN_.00g111740
Q6U6H1 	 PGEN_.00g111750
Q9UJW8 	 PGEN_.00g111760
Q9DBG7 	 PGEN_.00g111800
Q2KIN5 	 PGEN_.00g111810
Q8BT51 	 PGEN_.00g111820
Q5ZKH0 	 PGEN_.00g111830
Q7ZZ00 	 PGEN_.00g111840
P56182 	 PGEN_.00g111850
O18638 	 PGEN_.00g111860
Q8IS44 	 PGEN_.00g111950
Q8NEZ4 	 PGEN_.00g111970
P83565 	 PGEN_.00g111990
Q9WVF7 	 PGEN_.00g112000
Q9Y6R7 	 PGEN_.00g112030
Q689D1 	 PGEN_.00g112060
O75899 	 PGEN_.00g112070
Q6ZSM3 	 PGEN_.00g112080
P53988 	 PGEN_.00g112100
A4UTQ2 	 PGEN_.00g112110
Q5BJJ5 	 PGEN_.00g112140
P17141 	 PGEN_.00g112150
Q08C99 	 PGEN_.00g112160
Q5SVZ6 	 PGEN_.00g112170
P33300 	 PGEN_.00g112190
Q8BP00 	 PGEN_.00g112200
O70244 	 PGEN_.00g112210
Q9TU53 	 PGEN_.00g112220
O60494 	 PGEN_.00g112230
Q13591 	 PGEN_.00g112270
P79307 	 PGEN_.00g112290
P15146 	 PGEN_.00g112310
O02828 	 PGEN_.00g112320
O02828 	 PGEN_.00g112330
Q9YGN6 	 PGEN_.00g112350
Q6DD52 	 PGEN_.00g112360
Q08821 	 PGEN_.00g112380
O42365 	 PGEN_.00g112400
P50901 	 PGEN_.00g112410
P17278 	 PGEN_.00g112450
Q5UR34 	 PGEN_.00g112460
P09077 	 PGEN_.00g112490
Q9TT89 	 PGEN_.00g112510
A2D5Y4 	 PGEN_.00g112590
Q01622 	 PGEN_.00g112630
Q8IVG5 	 PGEN_.00g112670
Q91V57 	 PGEN_.00g112690
Q9HCD6 	 PGEN_.00g112700
P11415 	 PGEN_.00g112730
P55087 	 PGEN_.00g112740
Q62148 	 PGEN_.00g112760
P20917 	 PGEN_.00g112780
P06731 	 PGEN_.00g112790
Q3ZBR6 	 PGEN_.00g112810
Q13438 	 PGEN_.00g112820
Q8K2C7 	 PGEN_.00g112840
F1NWE3 	 PGEN_.00g112970
B4KR21 	 PGEN_.00g113090
B4KR21 	 PGEN_.00g113160
Q06807 	 PGEN_.00g113470
Q9UGM3 	 PGEN_.00g113510
Q94887 	 PGEN_.00g113520
P15178 	 PGEN_.00g113530
Q9UL36 	 PGEN_.00g113540
Q8BX09 	 PGEN_.00g113550
P37801 	 PGEN_.00g113560
P37801 	 PGEN_.00g113570
Q9GK38 	 PGEN_.00g113580
P37801 	 PGEN_.00g113590
P37801 	 PGEN_.00g113600
Q32L92 	 PGEN_.00g113610
P37801 	 PGEN_.00g113620
Q9GK38 	 PGEN_.00g113630
Q810B3 	 PGEN_.00g113640
P97772 	 PGEN_.00g113650
P35448 	 PGEN_.00g113670
A8MV24 	 PGEN_.00g113680
Q9BWU0 	 PGEN_.00g113710
Q501I9 	 PGEN_.00g113740
Q8BGF9 	 PGEN_.00g113790
Q9Z2F6 	 PGEN_.00g113850
Q3ZBG9 	 PGEN_.00g113860
P31478 	 PGEN_.00g113870
A0JPN2 	 PGEN_.00g113900
Q5M8F9 	 PGEN_.00g113910
A7SM54 	 PGEN_.00g113970
P70490 	 PGEN_.00g113980
A1Z6E0 	 PGEN_.00g113990
P49282 	 PGEN_.00g114030
Q32NT4 	 PGEN_.00g114050
Q5YJC2 	 PGEN_.00g114060
P0CG08 	 PGEN_.00g114080
Q9UHP3 	 PGEN_.00g114090
Q14CZ7 	 PGEN_.00g114130
P41321 	 PGEN_.00g114150
Q32KU6 	 PGEN_.00g114170
Q4R7B1 	 PGEN_.00g114190
Q05A80 	 PGEN_.00g114200
Q6TNU3 	 PGEN_.00g114210
Q13416 	 PGEN_.00g114220
Q80ZA4 	 PGEN_.00g114260
Q80ZA4 	 PGEN_.00g114280
Q01177 	 PGEN_.00g114300
Q4TU93 	 PGEN_.00g114310
Q9IBG7 	 PGEN_.00g114320
Q19673 	 PGEN_.00g114330
Q7T3Q2 	 PGEN_.00g114340
Q6ZWJ8 	 PGEN_.00g114350
Q96MU8 	 PGEN_.00g114380
Q9NS37 	 PGEN_.00g114390
Q66KB0 	 PGEN_.00g114400
Q8AVM5 	 PGEN_.00g114430
Q08890 	 PGEN_.00g114510
P35604 	 PGEN_.00g114520
Q9PWD5 	 PGEN_.00g114540
P09087 	 PGEN_.00g114580
Q9QYJ3 	 PGEN_.00g114590
Q9NYG2 	 PGEN_.00g114600
P08913 	 PGEN_.00g114610
F8WLE0 	 PGEN_.00g114680
Q9H330 	 PGEN_.00g114710
Q9JJ09 	 PGEN_.00g114720
P10079 	 PGEN_.00g114740
Q9VUL9 	 PGEN_.00g114750
Q6P2X9 	 PGEN_.00g114780
Q6VYA3 	 PGEN_.00g114810
Q810I1 	 PGEN_.00g114850
C0SPF7 	 PGEN_.00g114860
Q96MT7 	 PGEN_.00g114870
Q96MT7 	 PGEN_.00g114880
P56819 	 PGEN_.00g114890
O02833 	 PGEN_.00g114910
Q64261 	 PGEN_.00g114920
Q9WU78 	 PGEN_.00g114930
Q09324 	 PGEN_.00g114960
Q6QBQ4 	 PGEN_.00g114970
Q9BSK1 	 PGEN_.00g114990
Q5F364 	 PGEN_.00g115000
Q3ZBL4 	 PGEN_.00g115050
P23588 	 PGEN_.00g115060
Q9NGC3 	 PGEN_.00g115080
A2XKU9 	 PGEN_.00g115090
Q9VFP2 	 PGEN_.00g115110
P12821 	 PGEN_.00g115120
Q6Q4G4 	 PGEN_.00g115130
Q6Q4G4 	 PGEN_.00g115150
O18992 	 PGEN_.00g115190
Q9JJZ5 	 PGEN_.00g115260
A1A4P5 	 PGEN_.00g115270
Q09388 	 PGEN_.00g115300
Q5R6X7 	 PGEN_.00g115390
P48810 	 PGEN_.00g115400
Q9WU81 	 PGEN_.00g115430
E9PTA2 	 PGEN_.00g115460
Q9BW91 	 PGEN_.00g115480
Q8MIB8 	 PGEN_.00g115490
Q6P1V8 	 PGEN_.00g115510
Q869W9 	 PGEN_.00g115540
Q0EEE2 	 PGEN_.00g115550
A0AUS0 	 PGEN_.00g115580
Q61139 	 PGEN_.00g115590
Q9NZI7 	 PGEN_.00g115600
Q32KJ8 	 PGEN_.00g115630
P50430 	 PGEN_.00g115640
A0JPF9 	 PGEN_.00g115660
Q67ER4 	 PGEN_.00g115670
Q9Z1L4 	 PGEN_.00g115690
Q6NSJ0 	 PGEN_.00g115700
Q9UPV0 	 PGEN_.00g115710
A8MTY0 	 PGEN_.00g115730
Q19204 	 PGEN_.00g115770
P49013 	 PGEN_.00g115780
A2AR02 	 PGEN_.00g115800
Q5T1A1 	 PGEN_.00g115830
Q9VU52 	 PGEN_.00g115840
Q5U4X7 	 PGEN_.00g115850
Q9UBK8 	 PGEN_.00g115860
Q13873 	 PGEN_.00g115870
Q13873 	 PGEN_.00g115880
Q90670 	 PGEN_.00g115890
Q9UQ80 	 PGEN_.00g115950
Q62293 	 PGEN_.00g116020
P10181 	 PGEN_.00g116060
Q8R344 	 PGEN_.00g116070
P82279 	 PGEN_.00g116080
Q6P316 	 PGEN_.00g116090
Q1L8G7 	 PGEN_.00g116100
P26221 	 PGEN_.00g116110
Q9BXJ4 	 PGEN_.00g116120
B3EWY9 	 PGEN_.00g116130
P13944 	 PGEN_.00g116150
Q0PV50 	 PGEN_.00g116180
Q6IRN0 	 PGEN_.00g116220
Q5F479 	 PGEN_.00g116240
Q7ZUW2 	 PGEN_.00g116330
Q8N6F8 	 PGEN_.00g116350
Q9JJ94 	 PGEN_.00g116460
P24495 	 PGEN_.00g116480
Q55EH8 	 PGEN_.00g116490
Q2EY14 	 PGEN_.00g116620
O88307 	 PGEN_.00g116670
Q01177 	 PGEN_.00g116690
Q8BV57 	 PGEN_.00g116700
B3EWY9 	 PGEN_.00g116710
P38747 	 PGEN_.00g116730
Q9NRX2 	 PGEN_.00g116800
A2T929 	 PGEN_.00g116810
Q6GNV7 	 PGEN_.00g116820
Q66H95 	 PGEN_.00g116840
Q80T91 	 PGEN_.00g116890
Q61830 	 PGEN_.00g116900
O08523 	 PGEN_.00g116910
G9JJU2 	 PGEN_.00g116940
Q9P267 	 PGEN_.00g116950
P10675 	 PGEN_.00g117010
Q9CPQ8 	 PGEN_.00g117040
Q29AK2 	 PGEN_.00g117050
Q9UH92 	 PGEN_.00g117060
O60921 	 PGEN_.00g117110
Q80TV8 	 PGEN_.00g117130
A1A5G0 	 PGEN_.00g117150
O75122 	 PGEN_.00g117160
Q96RW7 	 PGEN_.00g117170
Q9HCR9 	 PGEN_.00g117180
Q59228 	 PGEN_.00g117290
Q5I0H9 	 PGEN_.00g117300
Q5ZMV9 	 PGEN_.00g117310
Q66GT5 	 PGEN_.00g117320
Q8K3K9 	 PGEN_.00g117400
Q8AXS6 	 PGEN_.00g117410
P07909 	 PGEN_.00g117420
Q8CGR7 	 PGEN_.00g117430
Q800K6 	 PGEN_.00g117440
O54941 	 PGEN_.00g117450
Q8BFP9 	 PGEN_.00g117460
Q5U239 	 PGEN_.00g117480
Q5U239 	 PGEN_.00g117490
P50219 	 PGEN_.00g117620
Q9C098 	 PGEN_.00g117650
O15075 	 PGEN_.00g117670
Q1ZZH1 	 PGEN_.00g117690
Q68RJ7 	 PGEN_.00g117810
Q7Z4L5 	 PGEN_.00g117830
Q7Z4L5 	 PGEN_.00g117900
Q99571 	 PGEN_.00g117940
P04233 	 PGEN_.00g117980
A5PK61 	 PGEN_.00g118000
Q68J42 	 PGEN_.00g118020
Q5U1V9 	 PGEN_.00g118050
P47807 	 PGEN_.00g118110
Q9H0K1 	 PGEN_.00g118120
Q8BKN6 	 PGEN_.00g118180
Q9ESQ4 	 PGEN_.00g118220
Q3ZCX4 	 PGEN_.00g118280
Q8N9K5 	 PGEN_.00g118290
Q8TD23 	 PGEN_.00g118300
Q3B7N9 	 PGEN_.00g118310
Q8NDW4 	 PGEN_.00g118320
Q8N865 	 PGEN_.00g118450
P40237 	 PGEN_.00g118470
Q95KD7 	 PGEN_.00g118480
B4F6U4 	 PGEN_.00g118490
Q9Y345 	 PGEN_.00g118500
Q62384 	 PGEN_.00g118620
Q5E9A1 	 PGEN_.00g118690
P79134 	 PGEN_.00g118700
Q3KNJ2 	 PGEN_.00g118720
Q7ZU45 	 PGEN_.00g118730
P17972 	 PGEN_.00g118750
Q9VE46 	 PGEN_.00g118770
P18755 	 PGEN_.00g118780
Q8WZ42 	 PGEN_.00g118810
Q8WZ42 	 PGEN_.00g118840
Q64319 	 PGEN_.00g118850
Q8HY04 	 PGEN_.00g118880
Q91ZW9 	 PGEN_.00g118890
Q02879 	 PGEN_.00g118950
Q9VZW5 	 PGEN_.00g119060
Q7Z407 	 PGEN_.00g119100
Q5FWH7 	 PGEN_.00g119120
O70410 	 PGEN_.00g119130
P31422 	 PGEN_.00g119140
Q09630 	 PGEN_.00g119150
P82596 	 PGEN_.00g119160
Q8R034 	 PGEN_.00g119170
Q9DCM0 	 PGEN_.00g119180
Q9CQR7 	 PGEN_.00g119190
A1A4K8 	 PGEN_.00g119200
P07850 	 PGEN_.00g119240
P0DN79 	 PGEN_.00g119250
P54612 	 PGEN_.00g119290
Q641Y2 	 PGEN_.00g119300
Q5E9E3 	 PGEN_.00g119310
Q28I90 	 PGEN_.00g119320
A7RR34 	 PGEN_.00g119330
Q9D4H9 	 PGEN_.00g119350
Q68FR2 	 PGEN_.00g119370
Q6PDG5 	 PGEN_.00g119380
Q08BN9 	 PGEN_.00g119390
Q8C0I1 	 PGEN_.00g119400
Q5RDF5 	 PGEN_.00g119410
Q9CR84 	 PGEN_.00g119420
H2L0Q3 	 PGEN_.00g119460
P05099 	 PGEN_.00g119470
Q9Z1J2 	 PGEN_.00g119480
V5NAL9 	 PGEN_.00g119500
Q9Z186 	 PGEN_.00g119540
Q924A2 	 PGEN_.00g119570
Q4R5Y0 	 PGEN_.00g119580
P31335 	 PGEN_.00g119600
Q99JV5 	 PGEN_.00g119620
O14576 	 PGEN_.00g119660
Q7TM99 	 PGEN_.00g119690
Q8N2W9 	 PGEN_.00g119700
Q9H269 	 PGEN_.00g119710
Q8HXQ5 	 PGEN_.00g119720
Q8CG09 	 PGEN_.00g119730
E3RPB1 	 PGEN_.00g119740
Q9MZD1 	 PGEN_.00g119750
P97837 	 PGEN_.00g119760
P38117 	 PGEN_.00g119840
Q8BG99 	 PGEN_.00g119850
Q7Z4T9 	 PGEN_.00g119860
Q8VBW5 	 PGEN_.00g119910
Q14146 	 PGEN_.00g119920
P98066 	 PGEN_.00g119930
Q9Y3D2 	 PGEN_.00g119940
O94889 	 PGEN_.00g119950
Q9D4B2 	 PGEN_.00g119970
P13595 	 PGEN_.00g120030
Q90Z04 	 PGEN_.00g120060
Q9D4B2 	 PGEN_.00g120090
O94889 	 PGEN_.00g120100
Q9Y3D2 	 PGEN_.00g120110
P98066 	 PGEN_.00g120120
Q14146 	 PGEN_.00g120130
Q8VBW5 	 PGEN_.00g120140
D3YXG0 	 PGEN_.00g120160
Q7Z4T9 	 PGEN_.00g120190
Q8BG99 	 PGEN_.00g120200
P38117 	 PGEN_.00g120210
P97837 	 PGEN_.00g120260
Q9MZD1 	 PGEN_.00g120280
Q5F364 	 PGEN_.00g120330
Q8HXQ5 	 PGEN_.00g120340
Q9H269 	 PGEN_.00g120350
Q8N2W9 	 PGEN_.00g120360
Q8BGC3 	 PGEN_.00g120370
O14576 	 PGEN_.00g120390
Q90ZB9 	 PGEN_.00g120430
P31335 	 PGEN_.00g120460
Q03206 	 PGEN_.00g120490
Q9R1X4 	 PGEN_.00g120500
Q8TF66 	 PGEN_.00g120510
Q9R1X4 	 PGEN_.00g120520
Q9U4L6 	 PGEN_.00g120550
O54905 	 PGEN_.00g120580
O43825 	 PGEN_.00g120610
Q4R684 	 PGEN_.00g120630
Q9VCX3 	 PGEN_.00g120650
Q5REX6 	 PGEN_.00g120670
