all_GO_ids	gene
GO:0016324;GO:0042995;GO:0005737;GO:0009898;GO:0005829;GO:0043197;GO:0005739;GO:0035749;GO:0043005;GO:0005654;GO:0005634;GO:0005886;GO:0016605;GO:0099524;GO:0045211;GO:0043220;GO:0010997;GO:0019899;GO:0042802;GO:0051717;GO:0035255;GO:0030165;GO:0016314;GO:0051800;GO:0004438;GO:0004721;GO:0005161;GO:0019901;GO:0106306;GO:0004722;GO:0106307;GO:1990782;GO:0004725;GO:0008138;GO:1990381;GO:0030534;GO:0001525;GO:0006915;GO:0048854;GO:0060070;GO:0048738;GO:0016477;GO:0048870;GO:0036294;GO:0071257;GO:0071361;GO:0071456;GO:0032869;GO:1990314;GO:0044320;GO:0007417;GO:0032286;GO:0021955;GO:0060997;GO:0021542;GO:0016311;GO:0043542;GO:0048853;GO:0007507;GO:0046855;GO:0007611;GO:0045475;GO:0007626;GO:0060292;GO:0060291;GO:0060179;GO:0042711;GO:0007613;GO:0033555;GO:0043066;GO:0048681;GO:0050771;GO:0060044;GO:0090344;GO:1902807;GO:0030336;GO:0008285;GO:0045792;GO:0045736;GO:0061002;GO:0050680;GO:0010719;GO:0070373;GO:0090394;GO:0051895;GO:2000134;GO:0051548;GO:0031642;GO:0010977;GO:0046621;GO:0033137;GO:0050765;GO:1901017;GO:0051898;GO:0001933;GO:0090071;GO:2000272;GO:2000808;GO:1904706;GO:1903690;GO:0031175;GO:0007270;GO:0014065;GO:0046856;GO:0048008;GO:0043065;GO:2001235;GO:0010666;GO:0008284;GO:0051091;GO:0070374;GO:2000463;GO:0010628;GO:0045666;GO:1903984;GO:1904668;GO:2000060;GO:0097107;GO:0060134;GO:0097105;GO:0060736;GO:0006470;GO:0043491;GO:0050821;GO:0048679;GO:0002902;GO:0051726;GO:0032535;GO:0060341;GO:0033032;GO:0010975;GO:0051896;GO:0031647;GO:0032228;GO:0060024;GO:0035176;GO:0007416;GO:0060074	PGEN_.00g042660
GO:0005737;GO:0005856;GO:0005524	PGEN_.00g042670
GO:0005737;GO:0005856;GO:0005524	PGEN_.00g042680
GO:0030127;GO:0070971;GO:0005789;GO:0000139;GO:0044233;GO:0005739;GO:0005525;GO:0003924;GO:0006888;GO:0006886;GO:0000266;GO:0007006;GO:0006998;GO:1902953;GO:0070863;GO:0003400;GO:0016050	PGEN_.00g042690
GO:0005737;GO:0005829;GO:0098978;GO:0016021;GO:0016020;GO:0005654;GO:0005886;GO:0005524;GO:0004143;GO:0016301;GO:0046872;GO:0003951;GO:0046339;GO:0035556;GO:0046834;GO:0050804;GO:0006654;GO:0006661;GO:0030168;GO:0007205	PGEN_.00g042700
GO:0070062;GO:0005615;GO:0005179;GO:0050873;GO:0097009;GO:0045444;GO:0050728;GO:0090336;GO:0009409;GO:0014850	PGEN_.00g042710
GO:0016757	PGEN_.00g042720
GO:0005737;GO:0005794;GO:0043231;GO:0016020;GO:0005777;GO:1905762;GO:1903231;GO:0006302;GO:0007143;GO:0048477;GO:0016441;GO:0010468	PGEN_.00g042730
GO:0005938;GO:0005813;GO:0005737;GO:0005868;GO:0005829;GO:0005869;GO:0005925;GO:0000776;GO:0005634;GO:0030017;GO:0000922;GO:0001725;GO:0047485	PGEN_.00g042740
GO:0020003	PGEN_.00g042790
GO:0031307;GO:0005739;GO:0005509;GO:0005525;GO:0003924;GO:0019725;GO:0097345;GO:0007005;GO:0047497;GO:0010821;GO:0007264	PGEN_.00g042840
GO:0016021;GO:0005741;GO:0005739;GO:0097621;GO:0008131	PGEN_.00g042850
GO:0097621	PGEN_.00g042860
GO:0000139;GO:0016021;GO:0008467;GO:0033871;GO:0008146;GO:0006024	PGEN_.00g042870
GO:0005737;GO:0005829;GO:0050656;GO:0047685;GO:0004062;GO:0047894;GO:0042802;GO:0000166;GO:0050294;GO:0043199;GO:0008146;GO:0018960;GO:0006584;GO:0008210;GO:0051384;GO:0051923;GO:0042403;GO:0006805	PGEN_.00g042910
GO:0005604;GO:0005581;GO:0062023;GO:0005788;GO:0031012;GO:0005576;GO:0005615;GO:0005201;GO:0030674;GO:0001525;GO:0048593;GO:0098609;GO:0050673;GO:0030198	PGEN_.00g042920
GO:0032580;GO:0016021;GO:0046920;GO:0008417;GO:0036065;GO:0006486	PGEN_.00g042950
GO:0031526;GO:0005737;GO:0005834;GO:0016328;GO:0043005;GO:0043025;GO:0031752;GO:0001664;GO:0031683;GO:0005525;GO:0003924;GO:0046872;GO:0051721;GO:0019888;GO:0007188;GO:0030154;GO:0042733;GO:0007186;GO:0001701;GO:0035556;GO:0010259;GO:1904753;GO:1904706;GO:0032516;GO:0008217;GO:0008360;GO:0010762;GO:0032434;GO:0032006;GO:0009410;GO:0007266	PGEN_.00g043010
GO:0048046;GO:0005829;GO:0005886;GO:0046872;GO:0004222;GO:0006518;GO:0006508	PGEN_.00g043020
GO:0015629;GO:0005829;GO:0005925;GO:0051015;GO:0045296;GO:0007015	PGEN_.00g043030
GO:0005769;GO:0016604;GO:0005634;GO:1901799;GO:0099518	PGEN_.00g043060
GO:0005829;GO:0005759;GO:0005739;GO:0005524;GO:0003723;GO:0004831;GO:0070184;GO:0043039;GO:0006437	PGEN_.00g043070
GO:0005737;GO:0005829;GO:0005654;GO:0048471;GO:0016706;GO:0071532;GO:0031406;GO:0008198;GO:0102113;GO:0051059;GO:0005112;GO:0019826;GO:0036140;GO:0036139;GO:0042803;GO:0008270;GO:0045746;GO:0061428;GO:0042265;GO:0042264;GO:0036138;GO:0045663;GO:2001214	PGEN_.00g043110
GO:0030659;GO:0005887;GO:0005765;GO:0005764;GO:0043005;GO:0043025;GO:0043204;GO:0005886;GO:0005509;GO:0015278;GO:0005261;GO:0099604;GO:0005384;GO:0072571;GO:0005272;GO:0098703;GO:0097553;GO:0070588;GO:0035584;GO:0098655;GO:0071277;GO:0070301;GO:0071415;GO:0071502;GO:0002407;GO:0097028;GO:0044849;GO:0006828;GO:0032024;GO:1903223;GO:0051289;GO:2000249;GO:0051489;GO:0051209;GO:0009408;GO:0033194;GO:0014074;GO:0001659;GO:0071577	PGEN_.00g043120
GO:0005887;GO:0005886;GO:0005227;GO:0005262;GO:0005261;GO:0070588;GO:0098655;GO:0006812;GO:0016048;GO:0051262;GO:0050951	PGEN_.00g043130
GO:0005634;GO:0003677;GO:0046872;GO:0007049	PGEN_.00g043140
GO:0005654;GO:0005634;GO:0046872;GO:0003680;GO:0001067;GO:0007049;GO:0016584;GO:0006355	PGEN_.00g043150
GO:0030054;GO:0008180;GO:0016607;GO:0008021;GO:0000338	PGEN_.00g043160
GO:0034451;GO:0005814;GO:0005813;GO:0005737;GO:0005876;GO:0007099;GO:0060271;GO:0000086;GO:0007020;GO:0045931	PGEN_.00g043170
	PGEN_.00g043180
GO:0030016;GO:0016459;GO:0032982;GO:0051015;GO:0005524;GO:0005516;GO:0003774	PGEN_.00g043190
GO:0030016;GO:0016459;GO:0032982;GO:0051015;GO:0005524;GO:0005516;GO:0003774	PGEN_.00g043220
GO:0007276;GO:0007141;GO:0007127;GO:0051321;GO:0000212;GO:0045141;GO:0048477;GO:0040038;GO:0007286;GO:0007283	PGEN_.00g043230
GO:0030127;GO:0005829;GO:0070971;GO:0005789;GO:0012507;GO:0000149;GO:0008270;GO:0035909;GO:0060088;GO:0021747;GO:0090110;GO:0060982;GO:0006888;GO:0006886;GO:0060463;GO:0001843;GO:0003151;GO:0061156;GO:1901301;GO:0090178	PGEN_.00g043240
GO:0005829;GO:0005769;GO:0005768;GO:0005794;GO:0005770;GO:0030133;GO:0035650;GO:0019894;GO:0034613;GO:2000146;GO:0001920;GO:1900025;GO:0015031;GO:0034315;GO:0048203	PGEN_.00g043260
GO:0005737;GO:0005634;GO:0000981;GO:0046983;GO:0000978;GO:0061101;GO:0030182;GO:0046887;GO:0002793;GO:0045944;GO:0006357;GO:0006355;GO:0007419	PGEN_.00g043290
GO:0062023;GO:0005737;GO:0005829;GO:0005789;GO:0005635;GO:0005634;GO:0005886;GO:0031982;GO:0005509;GO:0005544;GO:0048306;GO:0005178;GO:0006914;GO:0008283;GO:0006874;GO:0009992;GO:0007599;GO:0061025;GO:0010629;GO:0008360;GO:0051592;GO:0014070;GO:0009651	PGEN_.00g043300
GO:0005694;GO:0005730;GO:0034388;GO:0032040;GO:0030515;GO:0000462	PGEN_.00g043310
GO:0005694;GO:0005730;GO:0005654;GO:0034388;GO:0032040;GO:0030515;GO:0000462	PGEN_.00g043350
GO:0015629;GO:0005912;GO:0045177;GO:0045178;GO:0016323;GO:0031252;GO:0031941;GO:0005925;GO:0005927;GO:0001725;GO:0030018;GO:0005915;GO:0003779;GO:0042805;GO:0046872;GO:0051371;GO:0030036;GO:0061061;GO:0030239;GO:0001952	PGEN_.00g043360
GO:0005912;GO:0005829;GO:0031941;GO:0001725;GO:0030018;GO:0003779;GO:0046872;GO:0051371;GO:0030036;GO:0007507;GO:0061061	PGEN_.00g043370
GO:0005764;GO:0005509;GO:0004423;GO:0008484;GO:0006027	PGEN_.00g043400
GO:0005615;GO:0005764;GO:0005654;GO:0004559;GO:0030246;GO:0008270;GO:0006464;GO:0007611;GO:0006013	PGEN_.00g043410
GO:0031262;GO:0005634;GO:0007049;GO:0051301	PGEN_.00g043420
GO:0005829;GO:0033588;GO:0005634;GO:0030335;GO:0002098	PGEN_.00g043430
GO:0016323;GO:0005887;GO:0016020;GO:0005886;GO:0015125;GO:0015347;GO:0015349;GO:0015721;GO:0042167;GO:0015711;GO:0043252	PGEN_.00g043470
GO:0071944;GO:0030428;GO:0016021;GO:0005886;GO:0004100;GO:0006031;GO:0061063	PGEN_.00g043510
GO:0071944;GO:0030428;GO:0016021;GO:0005886;GO:0004100;GO:0006031;GO:0061063	PGEN_.00g043530
GO:0032154;GO:0030139;GO:0005768;GO:0030496;GO:0055038;GO:0005509;GO:0042803;GO:0031267;GO:0007049;GO:0051301;GO:0032456;GO:0032465	PGEN_.00g043560
GO:0031410;GO:0005783;GO:0005887;GO:0043231;GO:0001750;GO:0120202;GO:0005502;GO:0140359;GO:0005503;GO:0005524;GO:0016887;GO:0140326;GO:0042626;GO:0140327;GO:0003924;GO:0005319;GO:0140347;GO:0090555;GO:0005548;GO:0005501;GO:0006869;GO:0006649;GO:0045332;GO:0045494;GO:0050896;GO:0042574;GO:0001523;GO:0007601	PGEN_.00g043590
GO:0016491;GO:0042742	PGEN_.00g043600
GO:0033106;GO:0005794;GO:0016021;GO:0032588;GO:0005537;GO:0000030;GO:0051999	PGEN_.00g043610
GO:0005881;GO:0016020;GO:0004090;GO:0050038;GO:0042732;GO:0006006;GO:0005997	PGEN_.00g043620
GO:0005576;GO:0005887;GO:0016020;GO:0005886;GO:0000210;GO:0004551;GO:0008270;GO:0007154;GO:0009166	PGEN_.00g043650
GO:0005604;GO:0005737;GO:0005576;GO:0009887;GO:0033564;GO:0006915;GO:0032488;GO:0098609;GO:0061643;GO:0016358;GO:0042472;GO:0060603;GO:0008045;GO:0030517;GO:0001764;GO:0007097;GO:0045773;GO:2000147;GO:0008284;GO:0007265;GO:0030334;GO:0051963;GO:0006930;GO:0009888	PGEN_.00g043660
GO:0005604;GO:0071944;GO:0005737;GO:0005576;GO:0005125;GO:0009887;GO:0019724;GO:0042100;GO:0032488;GO:0016358;GO:0008045;GO:0045773;GO:2000147;GO:0007265;GO:0006930;GO:0002456;GO:0009888	PGEN_.00g043670
GO:0000228;GO:0048471;GO:0005524;GO:0016887;GO:0016787;GO:0000287;GO:0046034	PGEN_.00g043690
GO:0005634;GO:0003677;GO:0046872;GO:0006355	PGEN_.00g043700
GO:0005737;GO:0045121;GO:0005634;GO:0005886;GO:0061630;GO:0030514;GO:0045732;GO:0043161;GO:0000209;GO:0016567;GO:0030579	PGEN_.00g043710
GO:0005737;GO:0045121;GO:0005634;GO:0005886;GO:0061630;GO:0030514;GO:0045732;GO:0043161;GO:0000209;GO:0016567;GO:0030579	PGEN_.00g043720
GO:0032580;GO:0016021;GO:0046921;GO:0008424;GO:0017124;GO:0016477;GO:0046368;GO:0007229;GO:0036071;GO:0006491;GO:0033578;GO:0006487;GO:0018279;GO:0043112;GO:1900407;GO:0010468;GO:0007585;GO:0007179	PGEN_.00g043730
GO:0003723;GO:0006400	PGEN_.00g043740
GO:0016021;GO:0005743;GO:0005739;GO:0015297;GO:0015291;GO:0015937;GO:0006839	PGEN_.00g043780
GO:0005829;GO:0005634;GO:0004791;GO:0030154;GO:0072359;GO:0001701;GO:0031397;GO:0030178;GO:0016055	PGEN_.00g043790
	PGEN_.00g043800
GO:0032579;GO:0031410;GO:0005615;GO:0009374;GO:0005509	PGEN_.00g043820
GO:0009986;GO:0031410;GO:0005829;GO:0005783;GO:0016021;GO:0005654;GO:0005886;GO:0005509;GO:0005112;GO:0038023;GO:0001569;GO:0045446;GO:0001886;GO:0001837;GO:0030879;GO:0001763;GO:0060354;GO:2000048;GO:0045602;GO:0045746;GO:0000122;GO:0007219;GO:0045766;GO:1903849;GO:0008593;GO:0032880;GO:0070613;GO:0001944;GO:0048845	PGEN_.00g043840
GO:0005737;GO:0005615;GO:0016020;GO:0005634;GO:0005509;GO:0003682;GO:0007155;GO:0008544;GO:0010467;GO:0003017;GO:0001945;GO:0036303;GO:0048014;GO:0120193	PGEN_.00g043860
GO:0005783;GO:0005794;GO:0016021;GO:0005887;GO:0043231;GO:0005765;GO:0005654;GO:0005886;GO:0008509;GO:0015301;GO:0008271;GO:0015116;GO:0008272	PGEN_.00g043870
GO:0070062;GO:0043202;GO:0005764;GO:0005539;GO:0046872;GO:0008449;GO:0016250;GO:0006027;GO:0030200	PGEN_.00g043900
GO:0005737;GO:0005815	PGEN_.00g043910
	PGEN_.00g043920
	PGEN_.00g044040
GO:0005813;GO:0005829;GO:0005654;GO:0005886	PGEN_.00g044050
GO:0070062;GO:0043202;GO:0005764;GO:0005539;GO:0046872;GO:0008449;GO:0016250;GO:0006027;GO:0030200	PGEN_.00g044060
GO:0005783;GO:0005794;GO:0016021;GO:0005887;GO:0043231;GO:0005765;GO:0005654;GO:0005886;GO:0008509;GO:0015301;GO:0008271;GO:0015116;GO:0008272	PGEN_.00g044090
GO:0000785;GO:0005634;GO:0000981;GO:0000977;GO:1990837;GO:0007411;GO:0009593;GO:0016048;GO:0021516;GO:0001764;GO:0006357;GO:0050954;GO:0021559	PGEN_.00g044110
GO:0005663;GO:0005634;GO:0005524;GO:0016887;GO:0003677;GO:0003689;GO:0007049;GO:0006260	PGEN_.00g044130
GO:0005737;GO:0005829;GO:0005765;GO:0042030;GO:0051087;GO:0019899;GO:0005085;GO:0009267;GO:0002327;GO:0008285;GO:0043154;GO:0032007;GO:0000122;GO:0002904;GO:0033138;GO:0001934;GO:0031334;GO:0032008;GO:2000973;GO:0001932;GO:0031929	PGEN_.00g044180
GO:0005737;GO:0005844;GO:0046872;GO:1990715;GO:1905538;GO:0003723;GO:0048667;GO:0001701;GO:2000766;GO:0001764	PGEN_.00g044190
GO:0005576;GO:0008168;GO:0032259	PGEN_.00g044200
GO:0005737;GO:0005634;GO:0070539;GO:0005324;GO:0070538;GO:0070540;GO:0071399;GO:0015909;GO:0050727	PGEN_.00g044210
GO:0031305;GO:0007005	PGEN_.00g044220
GO:0005789;GO:0016021;GO:0016491	PGEN_.00g044230
GO:0005654;GO:0000124;GO:0019899;GO:0030374;GO:0004843;GO:0003713;GO:0008270;GO:0007049;GO:0006325;GO:0009792;GO:0016578;GO:0043966;GO:0043967;GO:0016574;GO:0035521;GO:0035522;GO:0045931;GO:0045893;GO:0016579;GO:0006357;GO:0006511	PGEN_.00g044240
GO:0016567	PGEN_.00g044250
GO:0016021	PGEN_.00g044280
GO:0005737;GO:0000776;GO:0005874;GO:0005634;GO:0005819;GO:1990047;GO:0046872;GO:0008017;GO:0008608;GO:0051301;GO:0001578;GO:0046785;GO:0000070;GO:0090307;GO:0007094;GO:0050821;GO:0051983	PGEN_.00g044290
GO:0016021;GO:0005765;GO:0005886;GO:0035579;GO:0070821;GO:0016746;GO:0015019;GO:0007041;GO:0051259	PGEN_.00g044300
GO:0016021;GO:0005765;GO:0005886;GO:0035579;GO:0070821;GO:0016746;GO:0015019;GO:0007041;GO:0051259	PGEN_.00g044310
GO:0005737;GO:0000776;GO:0005874;GO:0005634;GO:0005819;GO:1990047;GO:0046872;GO:0008017;GO:0008608;GO:0051301;GO:0001578;GO:0046785;GO:0000070;GO:0090307;GO:0007094;GO:0050821;GO:0051983	PGEN_.00g044320
GO:0016021	PGEN_.00g044330
GO:0016567	PGEN_.00g044360
GO:0000124;GO:0019899;GO:0010485;GO:0030374;GO:0004843;GO:0008270;GO:0007049;GO:0006325;GO:0043966;GO:0016574;GO:0035522;GO:0045931;GO:0006357;GO:0006511	PGEN_.00g044370
GO:0016021;GO:0005778;GO:0004745	PGEN_.00g044380
GO:0031305;GO:0007005	PGEN_.00g044390
GO:0005737;GO:0005634;GO:0070539;GO:0005324;GO:0070538;GO:0070540;GO:0071399;GO:0015909;GO:0050727	PGEN_.00g044400
GO:0005576;GO:0008168;GO:0032259	PGEN_.00g044410
GO:0005737;GO:0005844;GO:0046872;GO:1990715;GO:1905538;GO:0003723;GO:0048667;GO:0001701;GO:2000766;GO:0001764	PGEN_.00g044420
GO:0005737;GO:0005829;GO:0005765;GO:0042030;GO:0051087;GO:0019899;GO:0005085;GO:0009267;GO:0002327;GO:0008285;GO:0043154;GO:0032007;GO:0000122;GO:0002904;GO:0033138;GO:0001934;GO:0031334;GO:0032008;GO:2000973;GO:0001932;GO:0031929	PGEN_.00g044430
GO:0005663;GO:0005634;GO:0005524;GO:0016887;GO:0003677;GO:0003689;GO:0007049;GO:0006260	PGEN_.00g044480
GO:0000785;GO:0005634;GO:0000981;GO:0000977;GO:1990837;GO:0007411;GO:0009593;GO:0016048;GO:0021516;GO:0001764;GO:0006357;GO:0050954;GO:0021559	PGEN_.00g044500
GO:0016021;GO:0005765;GO:0016746;GO:0015019;GO:0007041;GO:0051259	PGEN_.00g044530
GO:0016021;GO:0005887;GO:0008028;GO:0015293;GO:0015718	PGEN_.00g044540
GO:0005576;GO:0005764;GO:0004560;GO:0006004;GO:0016139	PGEN_.00g044560
GO:0003723	PGEN_.00g044600
GO:0003723	PGEN_.00g044620
GO:0005777	PGEN_.00g044640
GO:0005777	PGEN_.00g044650
GO:0005777	PGEN_.00g044660
GO:0005765;GO:0005764;GO:0016020;GO:0004558;GO:0090599;GO:0030246;GO:0004553;GO:0032450;GO:0060048;GO:0002086;GO:0005980;GO:0005977;GO:0003007;GO:0007626;GO:0007040;GO:0046716;GO:0050885;GO:0050884;GO:0002026;GO:0006941;GO:0009888;GO:0043181	PGEN_.00g044670
GO:0016021;GO:0005743;GO:0015187;GO:0030218;GO:1904983	PGEN_.00g044680
GO:0005819;GO:0000132;GO:0061172	PGEN_.00g044690
GO:0005783;GO:0030176;GO:0005887;GO:0016020;GO:0089720;GO:0046872;GO:0030674;GO:0061630;GO:0006915;GO:0043066;GO:1903895;GO:0043161;GO:0051865;GO:0070936;GO:0070534;GO:0000209;GO:0006511	PGEN_.00g044780
GO:0005737;GO:0005634;GO:0043169;GO:0046872;GO:0004535;GO:0003723;GO:0051321;GO:0006402	PGEN_.00g044790
GO:0005737;GO:0005730;GO:0000175;GO:0043169;GO:0046872;GO:0004535;GO:0003723;GO:0000495;GO:0010587;GO:0000184;GO:0000289;GO:0071051	PGEN_.00g044800
GO:0062023;GO:0005576;GO:0004867;GO:0030212	PGEN_.00g044850
GO:0005737;GO:0030496;GO:0005634;GO:0019887;GO:0044877;GO:0006913;GO:0045648;GO:1902531;GO:0045859	PGEN_.00g044860
GO:0005783;GO:0005789;GO:0016021;GO:0016020;GO:0004578;GO:0000030;GO:0006488;GO:0006486	PGEN_.00g044870
GO:0005840;GO:0003735;GO:0006412	PGEN_.00g044880
GO:0002244	PGEN_.00g044890
GO:0036374;GO:0102953;GO:0103068;GO:0006751	PGEN_.00g044900
GO:0005789;GO:0016021;GO:0008488;GO:0017187	PGEN_.00g044910
GO:0005829;GO:0030154;GO:0007283	PGEN_.00g044930
GO:0003723;GO:0008270	PGEN_.00g044950
GO:0005783;GO:0005794;GO:1902388;GO:0120020;GO:0008289;GO:0120019;GO:1904121;GO:0120014;GO:0046982;GO:0140344;GO:0015914;GO:0034377;GO:0009306;GO:0034197	PGEN_.00g044960
GO:0015629;GO:0005829;GO:0005730;GO:0005654;GO:0005634;GO:0052905;GO:0009019;GO:0000049;GO:0010960;GO:0030488;GO:0002939	PGEN_.00g044970
GO:0005576;GO:0030658;GO:0004181;GO:0008270	PGEN_.00g044980
GO:0005813;GO:0005737;GO:0005829;GO:0000776;GO:1990706;GO:0072686;GO:1990728;GO:0044615;GO:0005634;GO:0005819;GO:0000922;GO:0042802;GO:0043515;GO:0051315;GO:0051301;GO:0051220;GO:1902426;GO:0007094;GO:0042130;GO:0090267;GO:0090235;GO:0048538	PGEN_.00g044990
GO:0016604;GO:0005654;GO:0005634;GO:0003700;GO:0046872;GO:0000976;GO:0003713;GO:0045944;GO:0006357	PGEN_.00g045000
GO:0042641;GO:0005938;GO:0032154;GO:0005737;GO:0005829;GO:0070062;GO:0030027;GO:0030496;GO:0016459;GO:0016460;GO:0097513;GO:0005634;GO:0005844;GO:0001725;GO:0003779;GO:0051015;GO:0043531;GO:0005524;GO:0005516;GO:0000146;GO:0048027;GO:0035613;GO:0030048;GO:0031032;GO:0007155;GO:0000281;GO:0050714;GO:0008360	PGEN_.00g045020
GO:0016324;GO:0005783;GO:0005794;GO:0016021;GO:0005886;GO:0090416;GO:0045922;GO:2001142;GO:0002854;GO:0015747	PGEN_.00g045030
GO:0046872;GO:0004497	PGEN_.00g045080
GO:0005737;GO:0005829;GO:0043231;GO:0005634;GO:0005886;GO:0005096;GO:0043533;GO:0046872;GO:1902936;GO:0007166;GO:0043547;GO:0043087	PGEN_.00g045090
GO:0005829;GO:0005615;GO:0005764;GO:0016231;GO:0016787;GO:0004553;GO:0033925;GO:0006517	PGEN_.00g045100
	PGEN_.00g045110
GO:0044297;GO:0005737;GO:0005769;GO:0005634;GO:0005886;GO:0046872;GO:0061630;GO:0008333;GO:0043066;GO:0043951;GO:0045744;GO:1903861;GO:0051865;GO:0016567	PGEN_.00g045120
GO:0016021;GO:0005887;GO:0008188;GO:0001653;GO:0008344;GO:0002209;GO:0007629;GO:0007186;GO:0008345;GO:0007218;GO:0007204;GO:0032226	PGEN_.00g045170
GO:0016021;GO:0005887;GO:0008188;GO:0001653;GO:0008344;GO:0002209;GO:0007629;GO:0007186;GO:0008345;GO:0007218;GO:0007204;GO:0032226	PGEN_.00g045180
GO:0005794;GO:0005887;GO:0045121;GO:0030670;GO:0005886;GO:0043235;GO:0035355;GO:0001540;GO:0042802;GO:0071723;GO:0050135;GO:0061809;GO:0046982;GO:0038023;GO:0005102;GO:0035663;GO:0004888;GO:0007250;GO:0001775;GO:1904646;GO:0071221;GO:0071726;GO:0140052;GO:0042742;GO:0042496;GO:0006955;GO:0006954;GO:0045087;GO:0001774;GO:0002755;GO:0032717;GO:0034136;GO:0046209;GO:1900017;GO:0010628;GO:0043123;GO:0032731;GO:0032755;GO:0043507;GO:0043032;GO:0051092;GO:0045429;GO:1900227;GO:1903223;GO:1903428;GO:0007165;GO:0034150;GO:0002224;GO:0035666	PGEN_.00g045190
GO:0005737;GO:0005874;GO:0005525;GO:0003924;GO:0005200;GO:0000226;GO:0000278	PGEN_.00g045220
GO:0031462	PGEN_.00g045230
GO:0016021;GO:0005765;GO:0016746;GO:0015019;GO:0007041;GO:0051259	PGEN_.00g045240
GO:0005829;GO:0005634;GO:0005504;GO:0015908	PGEN_.00g045260
GO:0016021;GO:0005887;GO:0008528;GO:0004930;GO:0008188;GO:0004983;GO:0042277;GO:0008340;GO:0007186;GO:0048047;GO:0007218	PGEN_.00g045270
GO:0005634;GO:0046872;GO:0046983;GO:0006355	PGEN_.00g045280
GO:0016021;GO:0005887;GO:0005886;GO:0004930;GO:0004983;GO:0007186	PGEN_.00g045300
GO:0000139;GO:0016021;GO:0008467;GO:0030201	PGEN_.00g045340
GO:0005887;GO:0008188;GO:0008340;GO:2000252;GO:0040013;GO:0007218;GO:1901046	PGEN_.00g045380
GO:0042645;GO:0005739;GO:0005654;GO:0005634;GO:0042781;GO:0046872;GO:0004549;GO:0072684	PGEN_.00g045390
GO:0001669;GO:0034451;GO:0000775;GO:0005929;GO:0005576;GO:0030154;GO:0060271;GO:0060287;GO:0035721;GO:0035735;GO:0070121;GO:0032402;GO:0090317;GO:0010824;GO:0050953	PGEN_.00g045420
GO:0030014;GO:0030015;GO:0005634;GO:0000932;GO:0031047;GO:0033147;GO:0000289;GO:0120162;GO:2000036;GO:0006355;GO:0001829	PGEN_.00g045430
GO:0043194;GO:0009925;GO:0016323;GO:0009986;GO:0043034;GO:0005829;GO:0030425;GO:0005783;GO:0005794;GO:0014704;GO:0016328;GO:0005764;GO:0031594;GO:0043005;GO:0033268;GO:0005886;GO:0045211;GO:0042383;GO:0016529;GO:0014731;GO:0030315;GO:0030018;GO:0045296;GO:0008093;GO:0008092;GO:0030674;GO:0030507;GO:0005200;GO:0044325;GO:0007409;GO:0071286;GO:0045184;GO:0043001;GO:0010960;GO:0072660;GO:0071709;GO:0000281;GO:1902260;GO:0007528;GO:0019228;GO:0007009;GO:2001259;GO:0010650;GO:0010628;GO:0034112;GO:1900827;GO:0045838;GO:0090314;GO:2000651;GO:0010765;GO:0099612;GO:0072659;GO:0043266;GO:0007165	PGEN_.00g045510
GO:0031672;GO:0016324;GO:0016323;GO:0043034;GO:0005856;GO:0005829;GO:0005769;GO:0014704;GO:0005764;GO:0031430;GO:0045121;GO:0005739;GO:0043005;GO:0005886;GO:0045211;GO:0055037;GO:0042383;GO:0030315;GO:0030018;GO:0051117;GO:0008093;GO:0019899;GO:0140031;GO:0019901;GO:0030674;GO:0030507;GO:0005200;GO:0044325;GO:0086014;GO:0086066;GO:0003283;GO:0006874;GO:0034613;GO:0006897;GO:0086046;GO:0030913;GO:1901021;GO:0051928;GO:2001259;GO:0010628;GO:1901018;GO:0043268;GO:0034394;GO:0070972;GO:0036309;GO:0033365;GO:0072659;GO:0036371;GO:0050821;GO:0015031;GO:0098910;GO:1901019;GO:0051924;GO:0086004;GO:0055117;GO:0010882;GO:0010881;GO:0002027;GO:0086091;GO:0031647;GO:0051279;GO:0098907;GO:0060307;GO:0051597;GO:0086015;GO:0086070;GO:0070296;GO:0033292;GO:0086005	PGEN_.00g045520
GO:0005768;GO:0032456;GO:0015031	PGEN_.00g045550
GO:0005634;GO:0032991;GO:0003682;GO:0000987;GO:0003677;GO:0001228;GO:0000981;GO:0000978;GO:0043565;GO:0019933;GO:0001502;GO:0051216;GO:0001708;GO:0071773;GO:0071364;GO:0071504;GO:0071260;GO:0002062;GO:0003413;GO:0003415;GO:0006338;GO:0090103;GO:0003203;GO:0007173;GO:0060517;GO:0001837;GO:0070371;GO:0003430;GO:0001942;GO:0003170;GO:0003179;GO:0060729;GO:0019100;GO:0072289;GO:0061138;GO:0043066;GO:0070168;GO:0090090;GO:0032331;GO:0050680;GO:0046322;GO:0002683;GO:0045662;GO:0030279;GO:0045668;GO:0046533;GO:0045892;GO:0014036;GO:0006334;GO:0030916;GO:0090190;GO:0008284;GO:0032332;GO:0030858;GO:0010634;GO:0050679;GO:0010628;GO:0090184;GO:2000020;GO:0002053;GO:2000741;GO:0014068;GO:0001934;GO:0045944;GO:0043491;GO:0065003;GO:0042981;GO:0061035;GO:0010564;GO:0042127;GO:0060784;GO:0072034;GO:0070542;GO:0060041;GO:0060221;GO:0060008;GO:0007165;GO:0001501;GO:0035019;GO:0007283;GO:0001894	PGEN_.00g045570
